ADM3_Name,ACS_Code,Inter-sectarian and inter-communal conflict incidents,Number of violent incidents,Number of crime incidents,Number of fatalities in tension incidents,Fear of traveling within Lebanon safely,Feeling lack of safety during the night
Deir El-Ahmar,53311,13.0,862.0,191.0,81.0,35.0,64.8
Kneisset Baalbek,53322,13.0,862.0,191.0,81.0,35.0,64.8
Bechouat,53333,13.0,862.0,191.0,81.0,35.0,64.8
Barqa,53344,13.0,862.0,191.0,81.0,35.0,64.8
Riha,53355,13.0,862.0,191.0,81.0,35.0,64.8
Dar El-Ouassaa,53366,13.0,862.0,191.0,81.0,35.0,64.8
Btedaai,53375,13.0,862.0,191.0,81.0,35.0,64.8
Aaynata Baalbek,53377,5.333333,288.333333,78.0,28.333333,30.466667,22.233333
Yammouneh,53388,6.666667,292.666667,91.666667,32.0,34.533333,22.333333
Bednayel Baalbak,53411,13.0,237.5,163.75,36.75,79.9,41.225
Qsarnaba,53413,13.0,862.0,191.0,81.0,35.0,64.8
Temnine El-Faouqa,53415,14.0,469.0,152.0,55.5,60.15,48.0
Beit Chama,53417,13.0,862.0,191.0,81.0,35.0,64.8
Haouch Er-Rafqa,53419,13.0,862.0,191.0,81.0,35.0,64.8
Mousrayeh,53421,13.0,862.0,191.0,81.0,35.0,64.8
Slouqi,53423,11.5,435.0,181.0,49.0,67.5,47.45
Temnine Et-Tahta,53425,14.0,469.0,152.0,55.5,60.15,48.0
Kfar Dabach,53427,13.0,862.0,191.0,81.0,35.0,64.8
Chmistar,53429,13.0,862.0,191.0,81.0,35.0,64.8
Haouch En-Nabi,53431,13.0,862.0,191.0,81.0,35.0,64.8
Haouch Snaid,53433,13.0,862.0,191.0,81.0,35.0,64.8
Taraiya,53435,9.0,294.333333,137.0,37.0,51.466667,32.133333
Serraaine Et-Tahta,53437,14.0,469.0,152.0,55.5,60.15,48.0
Talia,53439,13.0,862.0,191.0,81.0,35.0,64.8
Hizzine,53441,13.0,862.0,191.0,81.0,35.0,64.8
Khodr Baalbek,53443,13.0,862.0,191.0,81.0,35.0,64.8
Nabi Chit,53445,14.0,469.0,152.0,55.5,60.15,48.0
Jenta,53447,14.0,469.0,152.0,55.5,60.15,48.0
Yahfoufa,53449,13.0,862.0,191.0,81.0,35.0,64.8
Haour Taala,53451,13.0,862.0,191.0,81.0,35.0,64.8
Brital,53453,13.0,862.0,191.0,81.0,35.0,64.8
Khreibet Baalbek,53455,13.0,862.0,191.0,81.0,35.0,64.8
Mazraat beit Mchaik,53457,8.5,437.5,120.0,47.0,27.2,33.15
Bouday,53459,13.0,862.0,191.0,81.0,35.0,64.8
Maaraboun,53461,13.0,862.0,191.0,81.0,35.0,64.8
Ham,53463,13.0,862.0,191.0,81.0,35.0,64.8
Aain El-Barnaya,53465,13.0,862.0,191.0,81.0,35.0,64.8
Chlifa,53467,13.0,862.0,191.0,81.0,35.0,64.8
Chaaibeh,53469,13.0,862.0,191.0,81.0,35.0,64.8
Nabi Chbay,53471,13.0,862.0,191.0,81.0,35.0,64.8
Aain Ej-Jaouz Baalbek,53473,13.0,862.0,191.0,81.0,35.0,64.8
Tfail,53475,13.0,862.0,191.0,81.0,35.0,64.8
Litige,54001,3.0,237.0,45.0,33.0,84.2,64.6
Litige,54002,9.5,133.0,194.5,40.5,46.45,51.5
Litige,54003,13.0,862.0,191.0,81.0,35.0,64.8
Hermel,54111,8.0,549.5,118.0,57.0,59.6,64.7
Michaa Mrajhineh,54114,9.333333,104.666667,211.0,32.666667,60.133333,35.966667
Zighrine,54119,3.0,237.0,45.0,33.0,84.2,64.6
Charbine El-Hermel,54127,9.5,133.0,194.5,40.5,46.45,51.5
Ras Baalbek El Gharbi,54135,8.0,549.5,118.0,57.0,59.6,64.7
Ras Baalbek Ouadi Faara,54143,8.0,549.5,118.0,57.0,59.6,64.7
Ouadi Faara,54151,8.0,549.5,118.0,57.0,59.6,64.7
Hermel Jbab,54159,6.25,286.75,122.0,33.25,53.475,33.875
Maaysra El-Hermel,54167,8.0,549.5,118.0,57.0,59.6,64.7
Kharayeb El-Hermel,54175,13.0,862.0,191.0,81.0,35.0,64.8
Ouadi El-Aaoss,54183,13.0,862.0,191.0,81.0,35.0,64.8
Litige,55001,7.666667,126.333333,51.666667,13.333333,76.566667,61.733333
Litige,55002,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55003,4.0,151.5,21.0,5.0,72.2,77.0
Litige,55004,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55005,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55006,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55007,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55008,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55009,0.0,111.0,9.0,4.0,59.5,67.7
Litige,55010,0.5,526.0,10.0,5.0,79.1,68.65
Rachaiya,55111,0.0,111.0,9.0,4.0,59.5,67.7
Aaqabet Rachaya,55114,0.0,111.0,9.0,4.0,59.5,67.7
Aayha,55117,0.0,111.0,9.0,4.0,59.5,67.7
Bakkifac Rachaya,55121,0.0,111.0,9.0,4.0,59.5,67.7
Dahr El-Ahmar,55124,0.0,111.0,9.0,4.0,59.5,67.7
Beit Lahia,55127,0.0,111.0,9.0,4.0,59.5,67.7
Tannoura,55131,0.0,111.0,9.0,4.0,59.5,67.7
Kfar Qouq,55134,0.0,111.0,9.0,4.0,59.5,67.7
Kfar Denis,55137,0.0,111.0,9.0,4.0,59.5,67.7
Mhaiydseh Rachaiya,55141,4.0,151.5,21.0,5.0,72.2,77.0
Kaoukaba Bou Arab,55144,0.0,111.0,9.0,4.0,59.5,67.7
Aain Rouha,55147,0.0,111.0,9.0,4.0,59.5,67.7
Khirbet Rouha,55151,0.0,111.0,9.0,4.0,59.5,67.7
Kfar Lichki,55154,4.0,151.5,21.0,5.0,72.2,77.0
Rafid Rachaiya,55157,4.0,151.5,21.0,5.0,72.2,77.0
Haouch El Qinnabeh Rachaiya,55161,0.5,526.0,10.0,5.0,79.1,68.65
Biret Rachaiya,55164,4.0,151.5,21.0,5.0,72.2,77.0
Aain Aarab Rachaiya,55167,0.0,111.0,9.0,4.0,59.5,67.7
Aain Aata,55171,0.5,526.0,10.0,5.0,79.1,68.65
Majdel Balhis,55174,4.0,151.5,21.0,5.0,72.2,77.0
Bakka,55177,0.0,111.0,9.0,4.0,59.5,67.7
Mdoukha,55181,0.0,111.0,9.0,4.0,59.5,67.7
Yanta,55184,0.0,111.0,9.0,4.0,59.5,67.7
Deir El-Aachayer,55187,0.0,111.0,9.0,4.0,59.5,67.7
Selsata (Mazraat Deir El-Aachaiyer),55191,0.0,111.0,9.0,4.0,59.5,67.7
Aayta El-Foukhar,55194,4.0,151.5,21.0,5.0,72.2,77.0
Helouet Rachaiya,55197,0.0,111.0,9.0,4.0,59.5,67.7
Nabi Safa,55199,3.0,414.666667,17.666667,5.333333,81.033333,74.533333
Litige,61001,14.0,1455.0,217.0,56.0,95.7,62.3
Saida El-Oustani,61111,8.0,762.0,142.0,33.5,96.85,70.05
Saida El-Qadimeh,61115,14.0,1455.0,217.0,56.0,95.7,62.3
Saida Ed-Dekermane,61119,14.0,1455.0,217.0,56.0,95.7,62.3
Bramiyeh,61123,14.0,1455.0,217.0,56.0,95.7,62.3
Hlaliyeh Saida,61147,14.0,1455.0,217.0,56.0,95.7,62.3
Haret Saida,61159,14.0,1455.0,217.0,56.0,95.7,62.3
Miyeh ou Miyeh,61183,14.0,1455.0,217.0,56.0,95.7,62.3
Salhiyet Saida,61211,8.0,1093.0,114.5,29.5,91.85,33.05
Saida Kefraya,61222,8.0,1093.0,114.5,29.5,91.85,33.05
Majdelyoun,61233,8.0,1093.0,114.5,29.5,91.85,33.05
AAbra Saida,61244,14.0,1455.0,217.0,56.0,95.7,62.3
Qraiyet Saida,61255,8.0,1093.0,114.5,29.5,91.85,33.05
Bqosta,61266,6.0,751.666667,98.666667,23.333333,93.9,47.966667
Aain Ed-Delb,61277,14.0,1455.0,217.0,56.0,95.7,62.3
Ghaziyeh,61311,14.0,1455.0,217.0,56.0,95.7,62.3
Maghdoucheh,61323,14.0,1455.0,217.0,56.0,95.7,62.3
Darb Es-Sim,61335,14.0,1455.0,217.0,56.0,95.7,62.3
Qennarit,61347,14.0,1455.0,217.0,56.0,95.7,62.3
Zeita,61359,14.0,1455.0,217.0,56.0,95.7,62.3
Zaghdraiya,61371,14.0,1455.0,217.0,56.0,95.7,62.3
Tanbourit,61383,8.0,1093.0,114.5,29.5,91.85,33.05
Jazira Saida,61411,8.0,1630.0,169.5,56.0,94.75,80.2
Mazraat El Yahoudiyeh (Aaitaniyeh),61412,8.0,1630.0,169.5,56.0,94.75,80.2
Mzaraat El-Ouasta,61414,14.0,1455.0,217.0,56.0,95.7,62.3
Matariyet Ech-Choumar,61415,14.0,1455.0,217.0,56.0,95.7,62.3
Arzai,61417,8.0,1630.0,169.5,56.0,94.75,80.2
Mazraat Kfar Beda,61418,14.0,1455.0,217.0,56.0,95.7,62.3
Khayayeb Saida,61419,10.0,2130.0,136.5,64.5,75.85,68.9
Mazraat Jamjim,61421,14.0,1455.0,217.0,56.0,95.7,62.3
Hartiyeh,61423,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat El-Mhaydaleh,61424,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat Kaoutariyet Er-Riz,61426,10.0,2130.0,136.5,64.5,75.85,68.9
Zrariyeh,61427,7.333333,2021.666667,131.666667,61.666667,81.833333,78.633333
Mazraat Sari,61429,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat Deir Taqla,61431,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat Oussamiyat,61433,10.0,2130.0,136.5,64.5,75.85,68.9
Aadloun,61434,14.0,1455.0,217.0,56.0,95.7,62.3
Insariyeh,61436,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat Sinai,61437,10.0,2130.0,136.5,64.5,75.85,68.9
Loubieh,61439,14.0,1455.0,217.0,56.0,95.7,62.3
Daoudiyeh,61441,14.0,1455.0,217.0,56.0,95.7,62.3
Khirbet Ed-Douair Saida,61443,14.0,1455.0,217.0,56.0,95.7,62.3
Babliyeh,61444,10.0,2130.0,136.5,64.5,75.85,68.9
Khartoum,61446,10.0,2130.0,136.5,64.5,75.85,68.9
Ghassaniyeh,61447,14.0,1455.0,217.0,56.0,95.7,62.3
Sarafand,61449,14.0,1455.0,217.0,56.0,95.7,62.3
Qaaqaiyet Es-Snaoubar,61451,14.0,1455.0,217.0,56.0,95.7,62.3
Bissariyeh,61453,14.0,1455.0,217.0,56.0,95.7,62.3
Kaoutariyet Es-Siyad,61454,10.0,2130.0,136.5,64.5,75.85,68.9
Tebna,61456,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat 'Snaiber,61457,14.0,1455.0,217.0,56.0,95.7,62.3
Teffahta,61459,10.0,2130.0,136.5,64.5,75.85,68.9
Saksakiyeh,61461,14.0,1455.0,217.0,56.0,95.7,62.3
Merouaniyeh,61463,10.0,2130.0,136.5,64.5,75.85,68.9
Najjariyeh,61464,14.0,1455.0,217.0,56.0,95.7,62.3
Aadoussiyeh,61466,14.0,1455.0,217.0,56.0,95.7,62.3
Khirbet El-Bassal,61467,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat 'Mseileh,61469,14.0,1455.0,217.0,56.0,95.7,62.3
Hajjeh,61471,10.0,2130.0,136.5,64.5,75.85,68.9
Mazraat El-Houssainiyeh,61473,14.0,1455.0,217.0,56.0,95.7,62.3
Khzaiz,61474,10.0,2130.0,136.5,64.5,75.85,68.9
Maamriyeh,61476,14.0,1455.0,217.0,56.0,95.7,62.3
Aaqtanit,61477,14.0,1455.0,217.0,56.0,95.7,62.3
Erkay,61479,10.0,2130.0,136.5,64.5,75.85,68.9
Bnaafoul,61481,10.0,2130.0,136.5,64.5,75.85,68.9
Aarab Tabbaya,61483,10.0,2130.0,136.5,64.5,75.85,68.9
Mtayriyeh,61484,14.0,1455.0,217.0,56.0,95.7,62.3
Mazraat Aarab Soukkar,61486,10.0,2130.0,136.5,64.5,75.85,68.9
Aarab Ej-Jall,61487,10.0,2130.0,136.5,64.5,75.85,68.9
Berti,61488,8.0,1093.0,114.5,29.5,91.85,33.05
Aanqoun,61489,7.333333,1663.666667,95.0,44.0,79.9,47.2
Kfar Beit,61491,14.0,1455.0,217.0,56.0,95.7,62.3
Kfar Hatta Saida,61493,8.0,1093.0,114.5,29.5,91.85,33.05
Kfar Chellal,61494,7.333333,1663.666667,95.0,44.0,79.9,47.2
Kfar Melki Saida,61496,7.333333,1663.666667,95.0,44.0,79.9,47.2
Sfenta,61497,8.0,1093.0,114.5,29.5,91.85,33.05
Sour,62111,2.0,1805.0,122.0,56.0,93.8,98.1
Borj Ech-Chemali,62128,2.0,1805.0,122.0,56.0,93.8,98.1
Batoulay,62162,2.0,1805.0,122.0,56.0,93.8,98.1
Deir Qanoun El-Aain,62179,2.0,1805.0,122.0,56.0,93.8,98.1
Jouaiya,62211,2.0,1805.0,122.0,56.0,93.8,98.1
Debaal Sour,62212,2.0,1805.0,122.0,56.0,93.8,98.1
Majdel,62214,1.5,1698.0,80.5,64.5,79.6,83.65
Mazraat Mechref,62215,1.5,1698.0,80.5,64.5,79.6,83.65
Aaytit,62217,2.0,1805.0,122.0,56.0,93.8,98.1
Ouadi Jilo,62218,2.0,1805.0,122.0,56.0,93.8,98.1
Yanouh Sour,62219,2.0,1805.0,122.0,56.0,93.8,98.1
Bafliyeh,62221,2.0,1805.0,122.0,56.0,93.8,98.1
Deir Aames,62223,1.5,1698.0,80.5,64.5,79.6,83.65
Barich,62224,2.0,1805.0,122.0,56.0,93.8,98.1
Biyad,62226,2.0,1805.0,122.0,56.0,93.8,98.1
Selaa Sour,62227,1.5,1698.0,80.5,64.5,79.6,83.65
Qana,62229,2.0,1805.0,122.0,56.0,93.8,98.1
Maarakeh,62231,2.0,1805.0,122.0,56.0,93.8,98.1
Neftakhiyeh,62233,2.0,1805.0,122.0,56.0,93.8,98.1
Maaroub,62234,2.0,1805.0,122.0,56.0,93.8,98.1
Recheknanay,62236,1.5,1698.0,80.5,64.5,79.6,83.65
Jennata,62237,2.0,1805.0,122.0,56.0,93.8,98.1
Derdaghaiya,62239,2.0,1805.0,122.0,56.0,93.8,98.1
Sadiqine,62241,2.0,1805.0,122.0,56.0,93.8,98.1
Aaiyeh,62242,1.5,1698.0,80.5,64.5,79.6,83.65
Aain Baal,62243,2.0,1805.0,122.0,56.0,93.8,98.1
Hmairi Sour,62244,2.0,1805.0,122.0,56.0,93.8,98.1
Mheilib,62245,2.0,1805.0,122.0,56.0,93.8,98.1
Bazouriyeh,62246,2.0,1805.0,122.0,56.0,93.8,98.1
Hanaouay,62247,2.0,1805.0,122.0,56.0,93.8,98.1
Bestiyat,62249,2.0,1805.0,122.0,56.0,93.8,98.1
Deir Kifa,62251,1.5,1698.0,80.5,64.5,79.6,83.65
Tayr Debbeh,62253,2.0,1805.0,122.0,56.0,93.8,98.1
Chehabiyeh,62254,1.5,1698.0,80.5,64.5,79.6,83.65
Arzoun,62256,2.0,1805.0,122.0,56.0,93.8,98.1
Niha Sour,62257,2.0,1805.0,122.0,56.0,93.8,98.1
Rmadiyeh,62259,2.0,1805.0,122.0,56.0,93.8,98.1
Toura,62261,2.0,1805.0,122.0,56.0,93.8,98.1
Deir Qanoun En-Nahr,62263,2.0,1805.0,122.0,56.0,93.8,98.1
Chehour,62264,4.0,2305.0,89.0,64.5,74.9,86.8
Srifa,62266,1.5,1698.0,80.5,64.5,79.6,83.65
Kneisset Sour,62267,2.0,1805.0,122.0,56.0,93.8,98.1
Halloussiyeh,62269,8.0,1630.0,169.5,56.0,94.75,80.2
Tayr Falsay,62271,7.333333,2021.666667,131.666667,61.666667,81.833333,78.633333
Touayri,62273,1.5,1698.0,80.5,64.5,79.6,83.65
Bedias,62274,8.0,1630.0,169.5,56.0,94.75,80.2
Aabbassiyet Sour,62276,2.0,1805.0,122.0,56.0,93.8,98.1
Chaaitiyeh,62277,2.0,1805.0,122.0,56.0,93.8,98.1
Jbal El-Botm,62279,1.5,1698.0,80.5,64.5,79.6,83.65
Mazraat Tayr Semhat,62281,3.0,2067.0,72.333333,67.333333,71.733333,80.933333
Borj Rahhal,62283,2.0,1805.0,122.0,56.0,93.8,98.1
Marnba,62284,3.0,2067.0,72.333333,67.333333,71.733333,80.933333
Chihine,62285,2.0,1805.0,122.0,56.0,93.8,98.1
Zebqine,62286,1.5,1698.0,80.5,64.5,79.6,83.65
Qlaileh Sour,62287,2.0,1805.0,122.0,56.0,93.8,98.1
Aain Abou Abdallah,62291,8.0,1630.0,169.5,56.0,94.75,80.2
Jibbayn,62292,2.0,1805.0,122.0,56.0,93.8,98.1
Henniyeh,62293,2.0,1805.0,122.0,56.0,93.8,98.1
Aaziyeh,62294,2.0,1805.0,122.0,56.0,93.8,98.1
Tayr Harfa,62295,2.0,1805.0,122.0,56.0,93.8,98.1
Mansouri Sour,62296,2.0,1805.0,122.0,56.0,93.8,98.1
Majdelzoun,62297,2.0,1805.0,122.0,56.0,93.8,98.1
Chamaa,62298,2.0,1805.0,122.0,56.0,93.8,98.1
Iskandarouna Sour,62299,2.0,1805.0,122.0,56.0,93.8,98.1
Yarine,62308,2.0,1805.0,122.0,56.0,93.8,98.1
Merouahine,62311,1.5,1698.0,80.5,64.5,79.6,83.65
Borj En-Naqoura,62312,2.0,1805.0,122.0,56.0,93.8,98.1
Hamoul,62314,2.0,1805.0,122.0,56.0,93.8,98.1
Aalma Ech-Chaab,62316,2.0,1805.0,122.0,56.0,93.8,98.1
Jijim,62318,2.0,1805.0,122.0,56.0,93.8,98.1
Abou Chech,62319,2.0,1805.0,122.0,56.0,93.8,98.1
Boustane,62321,2.0,1805.0,122.0,56.0,93.8,98.1
Btaychiyeh,62331,2.0,1805.0,122.0,56.0,93.8,98.1
Dhayra,62341,2.0,1805.0,122.0,56.0,93.8,98.1
Mazraat Ez-Zalloutiyeh,62351,2.0,1805.0,122.0,56.0,93.8,98.1
Litige,63001,2.0,400.0,39.5,7.0,93.0,40.8
Litige,63002,4.0,1768.0,34.0,38.0,72.0,39.65
Litige,63003,2.0,731.0,12.0,3.0,88.0,3.8
Jezzine,63111,2.0,400.0,39.5,7.0,93.0,40.8
Wadi Jezzine,63114,2.0,731.0,12.0,3.0,88.0,3.8
Qabaa Jezzine,63117,2.0,731.0,12.0,3.0,88.0,3.8
Qaytouleh,63121,2.0,731.0,12.0,3.0,88.0,3.8
Bkassine,63124,2.0,731.0,12.0,3.0,88.0,3.8
Homsiyeh,63127,2.0,731.0,12.0,3.0,88.0,3.8
Aaray,63131,2.0,400.0,39.5,7.0,93.0,40.8
Sabbah,63134,2.0,731.0,12.0,3.0,88.0,3.8
Haytoura,63137,2.0,731.0,12.0,3.0,88.0,3.8
Ghabbatiyeh,63141,2.0,400.0,39.5,7.0,93.0,40.8
Benouati Jezzine,63144,2.0,731.0,12.0,3.0,88.0,3.8
Maknounet Jezzine,63147,2.0,731.0,12.0,3.0,88.0,3.8
Btedine El-Leqch,63151,2.0,731.0,12.0,3.0,88.0,3.8
Roummanet,63154,4.0,1768.0,34.0,38.0,72.0,39.65
Machmoucheh,63157,2.0,731.0,12.0,3.0,88.0,3.8
Midane Jezzine,63161,2.0,400.0,39.5,7.0,93.0,40.8
Jabal Toura,63164,2.0,731.0,12.0,3.0,88.0,3.8
Kfar Houneh,63167,4.0,330.666667,37.333333,6.666667,90.3,55.966667
Harf Jezzine,63171,2.0,400.0,39.5,7.0,93.0,40.8
Behbeh,63174,2.0,731.0,12.0,3.0,88.0,3.8
Zhilta,63177,4.0,1768.0,34.0,38.0,72.0,39.65
Bhannine,63181,2.0,400.0,39.5,7.0,93.0,40.8
Aazour,63184,2.0,731.0,12.0,3.0,88.0,3.8
Taaid,63187,2.0,731.0,12.0,3.0,88.0,3.8
Bisri,63191,2.0,400.0,39.5,7.0,93.0,40.8
Mazraat Er-Rouhbane,63194,4.0,1768.0,34.0,38.0,72.0,39.65
Kfar Falous,63211,6.0,751.666667,98.666667,23.333333,93.9,47.966667
A'ain El-Mir (El Establ),63214,2.0,731.0,12.0,3.0,88.0,3.8
Mrah El-Hbasse,63217,2.0,731.0,12.0,3.0,88.0,3.8
Bayssour Jezzine,63221,2.0,731.0,12.0,3.0,88.0,3.8
Haytouleh,63224,8.0,1093.0,114.5,29.5,91.85,33.05
Lebaa,63227,8.0,1093.0,114.5,29.5,91.85,33.05
Mharbiyeh,63231,2.0,731.0,12.0,3.0,88.0,3.8
Ouadi El-Laymoun,63234,2.0,731.0,12.0,3.0,88.0,3.8
Sfaray,63237,2.0,731.0,12.0,3.0,88.0,3.8
Hassaniyeh,63241,8.0,1093.0,114.5,29.5,91.85,33.05
Karkha,63244,6.0,751.666667,98.666667,23.333333,93.9,47.966667
Choualiq Jezzine,63247,8.0,1093.0,114.5,29.5,91.85,33.05
Ouadi Baanqoudaine,63251,2.0,731.0,12.0,3.0,88.0,3.8
Mjaydel Jezzine,63254,8.0,1093.0,114.5,29.5,91.85,33.05
Dahr Ed-Deir,63257,8.0,1093.0,114.5,29.5,91.85,33.05
Jensnaya,63261,8.0,1093.0,114.5,29.5,91.85,33.05
Rimat,63264,8.0,1093.0,114.5,29.5,91.85,33.05
Kfar Jarra,63267,8.0,1093.0,114.5,29.5,91.85,33.05
Saydoun,63271,8.0,1093.0,114.5,29.5,91.85,33.05
Anane,63274,2.0,400.0,39.5,7.0,93.0,40.8
Roum,63277,2.0,731.0,12.0,3.0,88.0,3.8
Hidab,63281,2.0,731.0,12.0,3.0,88.0,3.8
Deir El Qattine,63284,2.0,731.0,12.0,3.0,88.0,3.8
Sanaya,63287,4.0,1768.0,34.0,38.0,72.0,39.65
Qtaleh Jezzine,63291,2.0,400.0,39.5,7.0,93.0,40.8
Jernaya,63294,7.333333,1663.666667,95.0,44.0,79.9,47.2
Mazraat El-Mathane,63297,2.0,400.0,39.5,7.0,93.0,40.8
Srayri,63298,3.666667,621.333333,18.666667,5.0,90.533333,53.233333
Aaramta,63311,2.0,731.0,12.0,3.0,88.0,3.8
Mlikh,63315,4.0,1768.0,34.0,38.0,72.0,39.65
Rihane Jezzine,63319,4.0,1768.0,34.0,38.0,72.0,39.65
Mazraat,63323,4.0,1768.0,34.0,38.0,72.0,39.65
Qatrani,63327,5.0,461.5,22.5,4.5,86.45,45.05
Louayzet Jezzine,63331,4.0,1768.0,34.0,38.0,72.0,39.65
Mazraat Khallet Khazen,63335,2.0,731.0,12.0,3.0,88.0,3.8
Mazraat Qrouh,63339,2.0,731.0,12.0,3.0,88.0,3.8
Mazraat Zighrine Jezzine,63343,4.0,1768.0,34.0,38.0,72.0,39.65
Chbail,63347,3.0,861.75,24.0,32.25,90.75,62.5
Mazraat Louzid (Louayziyeh),63348,2.0,731.0,12.0,3.0,88.0,3.8
Sehjoud,63351,4.0,1768.0,34.0,38.0,72.0,39.65
Aaychiyeh,63355,1.5,1157.0,26.0,58.5,89.7,47.05
Maraat Ouazaiyeh,63359,1.5,1157.0,26.0,58.5,89.7,47.05
Ouardiyeh,63363,1.5,1157.0,26.0,58.5,89.7,47.05
Mazraat El-Aarqoub,63367,4.0,1768.0,34.0,38.0,72.0,39.65
Mahmoudiyeh Jezzine,63371,1.5,1157.0,26.0,58.5,89.7,47.05
Jarmaq,63375,4.0,1768.0,34.0,38.0,72.0,39.65
Mazraat Daraya,63378,5.0,461.5,22.5,4.5,86.45,45.05
Demachqiyeh,63379,3.0,1706.333333,36.0,63.333333,78.466667,56.533333
Mazraat Tamra,63383,3.0,1706.333333,36.0,63.333333,78.466667,56.533333
Bouslaya,63385,7.333333,1663.666667,95.0,44.0,79.9,47.2
Nabatieh Et-Tahta,71111,6.0,2805.0,56.0,73.0,56.0,75.5
Nabatiyeh El-Faouka,71113,6.0,2805.0,56.0,73.0,56.0,75.5
Aali Et-Taher,71115,4.0,1768.0,34.0,38.0,72.0,39.65
Mazraat Kfarjaouz,71117,6.0,2805.0,56.0,73.0,56.0,75.5
Zibdine En-Nabatiyeh,71122,6.0,2805.0,56.0,73.0,56.0,75.5
Kfar Roummane,71133,4.0,1768.0,34.0,38.0,72.0,39.65
Choukine,71144,6.0,2805.0,56.0,73.0,56.0,75.5
Habbouch En-Nabatiyeh,71155,6.0,2805.0,56.0,73.0,56.0,75.5
Kfar Tibnit,71166,4.0,1768.0,34.0,38.0,72.0,39.65
Kfour En-Nabatieh,71177,6.0,2805.0,56.0,73.0,56.0,75.5
Jbaa En-Nabatiyeh,71211,7.333333,1663.666667,95.0,44.0,79.9,47.2
Aain Bou Souar,71216,4.0,1768.0,34.0,38.0,72.0,39.65
Kfarfila,71221,7.333333,1663.666667,95.0,44.0,79.9,47.2
Aain Qana,71226,6.0,2805.0,56.0,73.0,56.0,75.5
Jarjouaa,71231,4.0,1768.0,34.0,38.0,72.0,39.65
Sarba En-Nabatieh,71236,7.333333,1663.666667,95.0,44.0,79.9,47.2
Mzaraat El-Khreibeh,71241,10.0,2130.0,136.5,64.5,75.85,68.9
Houmine El-Faouqa,71246,6.0,2805.0,56.0,73.0,56.0,75.5
Hmaileh,71251,6.0,2805.0,56.0,73.0,56.0,75.5
Aarab Salim,71256,4.0,1768.0,34.0,38.0,72.0,39.65
Roumine,71261,10.0,2130.0,136.5,64.5,75.85,68.9
Houmine Et-Tahta,71266,10.0,2130.0,136.5,64.5,75.85,68.9
Aazzi,71271,10.0,2130.0,136.5,64.5,75.85,68.9
Bfaroueh,71276,10.0,2130.0,136.5,64.5,75.85,68.9
Zefta,71281,10.0,2130.0,136.5,64.5,75.85,68.9
Deir Ez-Zahrani,71311,6.0,2805.0,56.0,73.0,56.0,75.5
Mazraat El-Bayad En-Nabatieh,71314,6.0,2805.0,56.0,73.0,56.0,75.5
Charqiyeh,71321,10.0,2130.0,136.5,64.5,75.85,68.9
Toul,71324,6.0,2805.0,56.0,73.0,56.0,75.5
Nmairiyeh,71327,10.0,2130.0,136.5,64.5,75.85,68.9
Harouf En-Nabatiyeh,71331,6.0,2805.0,56.0,73.0,56.0,75.5
Douair En-Nabatiyeh,71334,6.0,2805.0,56.0,73.0,56.0,75.5
Jibchit,71337,6.0,2805.0,56.0,73.0,56.0,75.5
Mazraat Chalbaal,71341,10.0,2130.0,136.5,64.5,75.85,68.9
Mayfadoun,71344,6.0,2805.0,56.0,73.0,56.0,75.5
Aadchit Ech-Chqif,71347,6.0,2805.0,56.0,73.0,56.0,75.5
Aabba,71351,6.0,2805.0,56.0,73.0,56.0,75.5
Kfar Djal En-Nabatiyeh,71354,6.0,2805.0,56.0,73.0,56.0,75.5
Mazraat Dmoul,71357,10.0,2130.0,136.5,64.5,75.85,68.9
Ansar,71361,10.0,2130.0,136.5,64.5,75.85,68.9
Zaoutar El-Gharbiyeh,71364,3.5,2194.0,48.0,93.5,73.7,82.9
Zaoutar Ech-Charqiyeh,71367,3.5,2194.0,48.0,93.5,73.7,82.9
Hamra En-Nabattiyeh,71371,3.5,2194.0,48.0,93.5,73.7,82.9
Qsaibet En-Nabatiyeh,71374,6.0,2805.0,56.0,73.0,56.0,75.5
Arnoun,71377,3.0,1706.333333,36.0,63.333333,78.466667,56.533333
Qaaqaaiyet Ej-Jisr,71381,2.5,1946.0,64.25,79.0,76.65,83.275
Mazraat Qalaat El-Meis,71384,10.0,2130.0,136.5,64.5,75.85,68.9
Mazraat Bsaffour,71386,10.0,2130.0,136.5,64.5,75.85,68.9
Braiqeaa,71387,10.0,2130.0,136.5,64.5,75.85,68.9
Kfar Sir,71391,4.0,2305.0,89.0,64.5,74.9,86.8
